model_id,downloads,likes,pipeline_tag,task_name,library_name,frameworks,license,arxiv,param_count,size_category,created_at,last_modified
T5B/Z-Image-Turbo-FP8,62967,172,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-11-26T20:43:17.000Z,2025-11-27T16:17:01.000Z
RunDiffusion/Juggernaut-XI-v11,62710,140,text-to-image,Text to Image,diffusers,diffusers,cc-by-nc-nd-4.0,,,Unknown,2024-07-11T15:47:22.000Z,2026-05-08T17:23:19.000Z
John6666/obsession-illustriousxl-v10-sdxl,62001,1,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2024-10-03T08:59:56.000Z,2024-12-23T06:34:26.000Z
crynux-network/stable-diffusion-v1-5,59490,1,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,1910.09700,859520964,100M-1B,2025-07-17T07:24:57.000Z,2025-07-17T08:06:30.000Z
cagliostrolab/animagine-xl-3.0,59047,775,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,,2567463684,1B-5B,2023-11-23T03:57:11.000Z,2025-12-22T04:09:36.000Z
thibaud/controlnet-openpose-sdxl-1.0,56887,422,text-to-image,Text to Image,diffusers,diffusers,other,,,Unknown,2023-08-13T18:14:13.000Z,2023-09-03T13:44:20.000Z
John6666/janku-v5-nsfw-trained-noobai-rou-wei-illustrious-xl-v50-sdxl,55592,12,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2025-08-31T00:44:06.000Z,2025-08-31T00:49:05.000Z
nunchaku-ai/nunchaku-qwen-image-edit,53955,119,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,2411.05007,,Unknown,2025-09-10T01:16:49.000Z,2025-11-16T02:24:19.000Z
HiDream-ai/HiDream-I1-Fast,53757,106,text-to-image,Text to Image,diffusers,"diffusers, safetensors",mit,2505.22705,17105733184,10B-20B,2025-04-06T14:18:51.000Z,2025-06-16T16:18:12.000Z
crynux-network/sdxl-turbo,53561,3,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-07-17T08:10:14.000Z,2025-07-23T02:37:27.000Z
latent-consistency/lcm-lora-sdxl,53241,772,text-to-image,Text to Image,diffusers,diffusers,openrail++,2311.05556,,Unknown,2023-11-09T00:34:02.000Z,2023-11-24T13:31:08.000Z
John6666/hassaku-xl-illustrious-v31-sdxl,52608,2,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2025-10-06T10:48:10.000Z,2025-10-06T10:48:58.000Z
unsloth/Qwen-Image-2512-GGUF,52592,387,text-to-image,Text to Image,,gguf,apache-2.0,2508.02324,,Unknown,2025-12-30T08:09:37.000Z,2026-01-06T22:28:00.000Z
Laxhar/noobai-XL-Vpred-1.0,52312,68,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2024-12-22T06:16:42.000Z,2025-11-19T14:39:26.000Z
Qwen/Qwen-Image-2512,49944,910,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,2508.02324,20430401088,20B-50B,2025-12-30T02:29:01.000Z,2025-12-31T09:47:56.000Z
cyberdelia/CyberRealistic,49251,87,text-to-image,Text to Image,diffusers,diffusers,creativeml-openrail-m,,,Unknown,2023-05-28T11:25:45.000Z,2026-04-22T08:10:21.000Z
stabilityai/stable-diffusion-3.5-large,49120,3598,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,2403.03206,8146280768,5B-10B,2024-10-22T07:29:57.000Z,2024-10-22T14:36:33.000Z
ostris/zimage_turbo_training_adapter,48475,146,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-11-28T14:57:04.000Z,2025-12-01T14:17:34.000Z
InstantX/InstantID,48388,869,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,2401.07519,,Unknown,2024-01-19T11:52:05.000Z,2024-01-22T09:43:05.000Z
ideogram-ai/ideogram-4-fp8,47323,702,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,9281557760,5B-10B,2026-05-30T23:40:55.000Z,2026-06-03T18:34:44.000Z
wikeeyang/Flux2-Klein-9B-True-V3,46260,103,text-to-image,Text to Image,diffusers,"diffusers, gguf",apache-2.0,,,Unknown,2026-06-25T01:41:31.000Z,2026-07-13T11:29:36.000Z
ideogram-ai/ideogram-4-nf4,46239,440,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,4785311179,1B-5B,2026-05-30T02:06:53.000Z,2026-06-04T18:59:26.000Z
unsloth/Z-Image-Turbo-GGUF,46205,236,text-to-image,Text to Image,ggml,"ggml, gguf",apache-2.0,2511.22699,,Unknown,2025-12-21T22:47:59.000Z,2026-01-08T02:11:45.000Z
lodestones/Chroma1-Flash,45262,63,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,8899983424,5B-10B,2025-08-08T23:34:37.000Z,2025-08-22T14:20:09.000Z
xinsir/controlnet-scribble-sdxl-1.0,44793,268,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,2302.05543,1251014160,1B-5B,2024-05-12T15:15:08.000Z,2024-07-09T15:41:26.000Z
ByteDance/Hyper-SD,43679,1344,text-to-image,Text to Image,diffusers,diffusers,,2404.13686,,Unknown,2024-04-20T06:34:54.000Z,2024-12-05T09:02:21.000Z
city96/Qwen-Image-gguf,43567,290,text-to-image,Text to Image,gguf,gguf,apache-2.0,,,Unknown,2025-08-05T12:18:44.000Z,2025-08-05T15:44:18.000Z
leejet/Z-Image-Turbo-GGUF,43211,52,text-to-image,Text to Image,,gguf,apache-2.0,,,Unknown,2025-11-30T15:34:37.000Z,2025-12-02T12:31:06.000Z
purplesmartai/pony-v7-base,42216,97,text-to-image,Text to Image,diffusers,"diffusers, gguf, safetensors",other,,6858605568,5B-10B,2025-10-22T00:28:26.000Z,2025-10-26T07:50:17.000Z
lodestones/Chroma1-Base,41968,112,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,8899983424,5B-10B,2025-07-29T02:37:28.000Z,2025-08-23T10:18:47.000Z
fancyfeast/bigaspv2-5,40304,46,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,2567463684,1B-5B,2025-07-16T18:40:24.000Z,2026-02-12T21:14:35.000Z
diroverflo/FLux_Klein_9B_NSFW,37041,40,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2026-02-24T09:30:36.000Z,2026-02-24T09:30:43.000Z
stablediffusionapi/juggernaut-xl-v9,35174,5,text-to-image,Text to Image,diffusers,"diffusers, safetensors",creativeml-openrail-m,,2567463684,1B-5B,2024-03-19T13:19:49.000Z,2025-06-23T07:58:00.000Z
jayn7/Z-Image-Turbo-GGUF,34378,380,text-to-image,Text to Image,,gguf,apache-2.0,,,Unknown,2025-11-27T06:37:27.000Z,2025-12-05T13:03:35.000Z
monadical-labs/minecraft-skin-generator-sdxl,33868,30,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail,,2567463684,1B-5B,2024-02-19T15:38:21.000Z,2024-07-22T19:37:26.000Z
